code	Year	metric	C_n	C_mean	C_sd	D_n	D_mean	D_sd	W_n	W_mean	W_sd	I_n	I_mean	I_sd	N_n	N_mean	N_sd	IN_n	IN_mean	IN_sd	WN_n	WN_mean	WN_sd	LAT	LON	stable	term	site.MAT	site.MAP	ECO	AT_net	GST_net	D_net	I_net	N_net	WI_net	WN_net	DN_net	IN_net
Souza et al., 2016_118	2016	SP	12	14.8379562	1.360275332	0	NA	NA	0	NA	NA	0	NA	NA	12	12.93722628	0.393673665	0	NA	NA	0	NA	NA	35.97	-84.28	2	1	NA	1322	tem	NA	NA	NA	NA	10	NA	NA	NA	NA
Souza et al., 2016_118	2016	H	12	1.750843373	0.100247914	0	NA	NA	0	NA	NA	0	NA	NA	12	1.584096386	0.170979095	0	NA	NA	0	NA	NA	35.97	-84.28	2	1	NA	1322	tem	NA	NA	NA	NA	10	NA	NA	NA	NA
Sowerby et al., 2010_133	2010	ANPP	4	0.965	0.758617163	4	0.96	0.703893931	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	53.05	-3.47	1	1	8.2	1263	tem	0.2	NA	-327.554	NA	NA	NA	NA	NA	NA
Sundqvist et al-. 2014_102	2014	DEN	4	192.3664122	61.06870229	0	NA	NA	0	NA	NA	0	NA	NA	4	259.5419847	42.7480916	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Sundqvist et al-. 2014_102	2014	H	4	1.553571429	0.178571429	0	NA	NA	0	NA	NA	0	NA	NA	4	1.428571429	0.25	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Sundqvist et al-. 2014_102	2014	SP	4	10	3.692307692	0	NA	NA	0	NA	NA	0	NA	NA	4	9.846153846	3.692307692	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Sundqvist et al-. 2014_103	2014	DEN	4	180.1526718	48.85496183	0	NA	NA	0	NA	NA	0	NA	NA	4	161.8320611	30.53435115	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Sundqvist et al-. 2014_103	2014	H	4	1.160714286	0.285714286	0	NA	NA	0	NA	NA	0	NA	NA	4	1.267857143	0.25	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Sundqvist et al-. 2014_103	2014	SP	4	6.307692308	0.307692308	0	NA	NA	0	NA	NA	0	NA	NA	4	5.846153846	1.538461538	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Sundqvist et al-. 2014_104	2014	DEN	4	161.8320611	30.53435115	0	NA	NA	0	NA	NA	0	NA	NA	4	189.3129771	24.42748092	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Sundqvist et al-. 2014_104	2014	H	4	1.375	0.357142857	0	NA	NA	0	NA	NA	0	NA	NA	4	1.375	0.25	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Sundqvist et al-. 2014_104	2014	SP	4	8.769230769	2.769230769	0	NA	NA	0	NA	NA	0	NA	NA	4	8.307692308	2.153846154	0	NA	NA	0	NA	NA	68.35	18.82	1	1	NA	310	Alp	NA	NA	NA	NA	10	NA	NA	NA	NA
Svensson et al 2018_74	2018	DEN	7	146.7228571	29.65199977	0	NA	NA	7	158.0785714	26.07214953	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	68.35	19.67	1	2	-0.5	304	Arc	5	NA	NA	NA	NA	NA	NA	NA	NA
Svensson et al 2018_74	2018	Ratio_S	7	78.59857143	2.650486927	0	NA	NA	7	79.74	4.204521376	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	68.35	19.67	1	2	-0.5	304	Arc	5	NA	NA	NA	NA	NA	NA	NA	NA
Swanson et al., 2021_Milcan_Intact	2021	DEN	6	11.82779456	4.441087613	6	4.16918429	2.945619335	0	NA	NA	6	9.561933535	3.987915408	0	NA	NA	0	NA	NA	0	NA	NA	43.46	-119.69	1	1	NA	255	tem	NA	NA	-72	50.5	NA	NA	NA	NA	NA
Swanson et al., 2021_Milcan_Removed	2021	DEN	6	3.489425982	3.35347432	6	2.583081571	2.49244713	0	NA	NA	6	3.489425982	2.854984894	0	NA	NA	0	NA	NA	0	NA	NA	43.46	-119.69	1	1	NA	255	tem	NA	NA	-72	50.5	NA	NA	NA	NA	NA
Swanson et al., 2021_Pernty_Intact	2021	DEN	6	13.82175227	4.667673716	6	10.51359517	4.214501511	0	NA	NA	6	12.37160121	4.486404834	0	NA	NA	0	NA	NA	0	NA	NA	43.46	-119.71	1	1	NA	255	tem	NA	NA	-72	50.5	NA	NA	NA	NA	NA
Swanson et al., 2021_Pernty_Removed	2021	DEN	6	7.975830816	4.622356495	6	2.583081571	2.49244713	0	NA	NA	6	5.03021148	3.126888218	0	NA	NA	0	NA	NA	0	NA	NA	43.46	-119.71	1	1	NA	255	tem	NA	NA	-72	50.5	NA	NA	NA	NA	NA
Tielborger et al., 2014_12	2014	AGB	5	90.18264841	18.92568752	5	78.31050227	25.28918871	0	NA	NA	5	97.94520548	22.64421269	0	NA	NA	0	NA	NA	0	NA	NA	30.87	34.77	1	2	NA	90	Med & Des	NA	NA	-23.53	23.53	NA	NA	NA	NA	NA
Tielborger et al., 2014_12	2014	DEN	5	44.94642857	36.92449602	5	49.95833333	30.03957836	0	NA	NA	5	55.74404762	46.36519935	0	NA	NA	0	NA	NA	0	NA	NA	30.87	34.77	1	2	NA	90	Med & Des	NA	NA	-23.53	23.53	NA	NA	NA	NA	NA
Tielborger et al., 2014_12	2014	SP	5	6.482516	2.292879474	5	8.55943	2.986118304	0	NA	NA	5	8.104895104	2.509527273	0	NA	NA	0	NA	NA	0	NA	NA	30.87	34.77	1	2	NA	90	Med & Des	NA	NA	-23.53	23.53	NA	NA	NA	NA	NA
Tielborger et al., 2014_13	2014	AGB	5	51.04700855	49.0891204	5	66.9017094	47.68333551	0	NA	NA	5	95.29202279	49.55181186	0	NA	NA	0	NA	NA	0	NA	NA	31.38	34.9	1	2	NA	300	Med & Des	NA	NA	-77.02	77.02	NA	NA	NA	NA	NA
Tielborger et al., 2014_13	2014	DEN	5	27.60714286	21.83186773	5	27.07738095	18.37143986	0	NA	NA	5	29.60714286	18.49700612	0	NA	NA	0	NA	NA	0	NA	NA	31.38	34.9	1	2	NA	300	Med & Des	NA	NA	-77.02	77.02	NA	NA	NA	NA	NA
Tielborger et al., 2014_13	2014	SP	5	6.497782064	3.112678503	5	6.970009643	3.538219749	0	NA	NA	5	6.997685632	2.976598025	0	NA	NA	0	NA	NA	0	NA	NA	31.38	34.9	1	2	NA	300	Med & Des	NA	NA	-77.02	77.02	NA	NA	NA	NA	NA
Tielborger et al., 2014_14	2014	AGB	5	234.579123	62.65138657	5	194.9891068	84.29725735	0	NA	NA	5	273.9310591	76.28925166	0	NA	NA	0	NA	NA	0	NA	NA	31.7	35.05	1	2	NA	540	Med & Des	NA	NA	-160.38	160.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_14	2014	DEN	5	74.73462443	34.64689114	5	61.94415971	30.68995286	0	NA	NA	5	58.8906997	28.55539598	0	NA	NA	0	NA	NA	0	NA	NA	31.7	35.05	1	2	NA	540	Med & Des	NA	NA	-160.38	160.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_14	2014	SP	5	12.680569	2.526280266	5	10.979159	2.664640048	0	NA	NA	5	12.19444445	2.357977224	0	NA	NA	0	NA	NA	0	NA	NA	31.7	35.05	1	2	NA	540	Med & Des	NA	NA	-160.38	160.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_15	2014	AGB	5	99.2199872	31.10122196	5	75.83825263	46.23228564	0	NA	NA	5	69.54007884	9.675324986	0	NA	NA	0	NA	NA	0	NA	NA	33	35.23	1	2	NA	780	Med & Des	NA	NA	-215.38	215.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_15	2014	DEN	5	31.35714286	8.482236841	5	24.61904762	11.17071774	0	NA	NA	5	22.47619048	3.633049746	0	NA	NA	0	NA	NA	0	NA	NA	33	35.23	1	2	NA	780	Med & Des	NA	NA	-215.38	215.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_15	2014	SP	5	9.097222222	1.209809124	5	7.263888889	1.743456683	0	NA	NA	5	8.180555556	0.58391175	0	NA	NA	0	NA	NA	0	NA	NA	33	35.23	1	2	NA	780	Med & Des	NA	NA	-215.38	215.38	NA	NA	NA	NA	NA
Toledo et al., 2023_Chacra Patagones	2023	AGB	4	96.7	8.2	4	74.9	5.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-40.72	-62.9	2	1	14.4	400	tem	NA	NA	-161.05	NA	NA	NA	NA	NA	NA
Toledo et al., 2023_Chacra Patagones	2023	COV	4	75	8.7	4	71	19.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-40.72	-62.9	2	1	14.4	400	tem	NA	NA	-161.05	NA	NA	NA	NA	NA	NA
Toledo et al., 2023_Los Cerrillos	2023	AGB	4	208.3	73.5	4	130.4	46.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-29.95	-65.87	2	1	21	390	tem	NA	NA	-155.6236	NA	NA	NA	NA	NA	NA
Toledo et al., 2023_Los Cerrillos	2023	COV	4	80.4	6.7	4	86.3	15.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-29.95	-65.87	2	1	21	390	tem	NA	NA	-155.6236	NA	NA	NA	NA	NA	NA
Toledo et al., 2023_Monte Oriental	2023	AGB	4			4			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-40.72	-62.9	2	1	14.4	400	tem	NA	NA	-161.05	NA	NA	NA	NA	NA	NA
Toledo et al., 2023_Monte Oriental	2023	COV	4			4			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-40.72	-62.9	2	1	14.4	400	tem	NA	NA	-161.05	NA	NA	NA	NA	NA	NA
Toledo et al., 2023_Río Mayo	2023	AGB	4	25.5	3.6	4	13.3	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.4	-70.31	2	1	9.6	137.1	tem	NA	NA	-68.55	NA	NA	NA	NA	NA	NA
Toledo et al., 2023_Río Mayo	2023	COV	4	35.7	4.1	4	18.5	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.4	-70.31	2	1	9.6	137.1	tem	NA	NA	-68.55	NA	NA	NA	NA	NA	NA
Tredennick et al., 2018	2018	ANPP	14	148.2436261	35.26774517	8	111.7563739	24.74370873	NA	NA	NA	8	170.4532578	38.28016301	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.2	-112.1	1	1	NA	250	tem	NA	NA	-117.73	117.73	NA	NA	NA	NA	NA
Valliere et al., 2017_77	2017	AGB	10	4.346	2.830817903	0	NA	NA	0	NA	NA	0	NA	NA	10	4.714	2.914297514	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2017_77	2017	COV	10	77.3	17.03114794	0	NA	NA	0	NA	NA	0	NA	NA	10	75.12	17.97406465	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2017_77	2017	SP	10	10.06	3.05581413	0	NA	NA	0	NA	NA	0	NA	NA	10	10.08	2.449897957	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2017_77_1	2017	AGB	10	4.346	2.830817903	0	NA	NA	0	NA	NA	0	NA	NA	10	6.91	4.525566263	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2017_77_1	2017	COV	10	77.3	17.03114794	0	NA	NA	0	NA	NA	0	NA	NA	10	78.94	23.06735789	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2017_77_1	2017	SP	10	10.06	3.05581413	0	NA	NA	0	NA	NA	0	NA	NA	10	10	2.582634314	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2017_77_2	2017	AGB	10	4.346	2.830817903	0	NA	NA	0	NA	NA	0	NA	NA	10	8.684	5.892366248	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2017_77_2	2017	COV	10	77.3	17.03114794	0	NA	NA	0	NA	NA	0	NA	NA	10	82.12	28.01387156	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2017_77_2	2017	SP	10	10.06	3.05581413	0	NA	NA	0	NA	NA	0	NA	NA	10	10.32	2.513364279	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_invaded_H	2024	COV	10	61.284	26.56646091	0	NA	NA	0	NA	NA	0	NA	NA	10	68.212	25.70532836	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_invaded_L	2024	COV	10	61.284	26.56646091	0	NA	NA	0	NA	NA	0	NA	NA	10	68.70866667	28.19997942	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2024_invaded_M	2024	COV	10	61.284	26.56646091	0	NA	NA	0	NA	NA	0	NA	NA	10	66.77866667	26.71753328	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2024_invaded_H	2024	Ratio_S	10	0.110501447	0.119789285	0	NA	NA	0	NA	NA	0	NA	NA	10	0.049684142	0.066944092	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_invaded_L	2024	Ratio_S	10	0.110501447	0.119789285	0	NA	NA	0	NA	NA	0	NA	NA	10	0.059498106	0.061689598	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2024_invaded_M	2024	Ratio_S	10	0.110501447	0.119789285	0	NA	NA	0	NA	NA	0	NA	NA	10	0.052765362	0.069886359	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_H	2024	COV	10	59.02	28.5476921	0	NA	NA	0	NA	NA	0	NA	NA	10	62.01633333	26.8536973	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_L	2024	COV	10	59.02	28.5476921	0	NA	NA	0	NA	NA	0	NA	NA	10	63.82166667	27.19937247	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_M	2024	COV	10	59.02	28.5476921	0	NA	NA	0	NA	NA	0	NA	NA	10	62.19833333	29.40054	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_H	2024	Ratio_S	10	0.231541836	0.138144171	0	NA	NA	0	NA	NA	0	NA	NA	10	0.205645846	0.134880951	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_L	2024	Ratio_S	10	0.231541836	0.138144171	0	NA	NA	0	NA	NA	0	NA	NA	10	0.223732984	0.141711073	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_M	2024	Ratio_S	10	0.231541836	0.138144171	0	NA	NA	0	NA	NA	0	NA	NA	10	0.243355347	0.152112727	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2024_invaded_H	2024	SP	10	19.03333333	6.161523173	0	NA	NA	0	NA	NA	0	NA	NA	10	15.56666667	7.214369441	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_invaded_L	2024	SP	10	19.03333333	6.161523173	0	NA	NA	0	NA	NA	0	NA	NA	10	20.06666667	7.838601799	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2024_invaded_M	2024	SP	10	19.03333333	6.161523173	0	NA	NA	0	NA	NA	0	NA	NA	10	15.93333333	5.258381378	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_H	2024	SP	10	20.86666667	6.637060698	0	NA	NA	0	NA	NA	0	NA	NA	10	18.03333333	5.378650858	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_L	2024	SP	10	20.86666667	6.637060698	0	NA	NA	0	NA	NA	0	NA	NA	10	20	6.827934509	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_M	2024	SP	10	20.86666667	6.637060698	0	NA	NA	0	NA	NA	0	NA	NA	10	18.06666667	6.291391674	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2024_invaded_H	2024	H	10	1.904243934	0.610698357	0	NA	NA	0	NA	NA	0	NA	NA	10	1.849055717	0.535409613	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_invaded_L	2024	H	10	1.904243934	0.610698357	0	NA	NA	0	NA	NA	0	NA	NA	10	2.004124358	0.74169333	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2024_invaded_M	2024	H	10	1.904243934	0.610698357	0	NA	NA	0	NA	NA	0	NA	NA	10	1.702525134	0.626599815	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_H	2024	H	10	1.906953887	0.740179666	0	NA	NA	0	NA	NA	0	NA	NA	10	1.818022903	0.458809056	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_L	2024	H	10	1.906953887	0.740179666	0	NA	NA	0	NA	NA	0	NA	NA	10	1.946635223	0.660650155	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2024_uninvaded_M	2024	H	10	1.906953887	0.740179666	0	NA	NA	0	NA	NA	0	NA	NA	10	1.784934188	0.440446744	0	NA	NA	0	NA	NA	34.15	-118.96	1	1	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
van Paassen et al., 2020_91	2020	AGB	4	1002.544529	317.3222854	0	NA	NA	0	NA	NA	0	NA	NA	4	910.9414758	326.1367933	0	NA	NA	0	NA	NA	56.93	-3.42	2	1	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
van Paassen et al., 2020_91	2020	AGB_S	4	647	464.1896164	0	NA	NA	0	NA	NA	0	NA	NA	4	671	630.466494	0	NA	NA	0	NA	NA	56.93	-3.42	2	1	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
van Paassen et al., 2020_91	2020	H	4	1.73	0.121243557	0	NA	NA	0	NA	NA	0	NA	NA	4	1.883333333	0.111504858	0	NA	NA	0	NA	NA	56.93	-3.42	2	1	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
van Paassen et al., 2020_91	2020	SP	4	13.92666667	1.432142917	0	NA	NA	0	NA	NA	0	NA	NA	4	15.32333333	2.864285833	0	NA	NA	0	NA	NA	56.93	-3.42	2	1	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
Vourlitis & Pasquini, 2009a, Ecology_116	2009	SP	4	3.054066986	1.083991593	0	NA	NA	0	NA	NA	0	NA	NA	4	3.218181818	1.09649059	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	NA	tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis & Pasquini, 2009a, Ecology_117	2009	SP	4	4.373333333	1.205503526	0	NA	NA	0	NA	NA	0	NA	NA	4	5.352121212	1.545205565	0	NA	NA	0	NA	NA	33.35	-116.57	1	1	NA	NA	tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis & Pasquini, 2009b, ecosystem_116_1	2009	ANPP	4	418.9875	247.1359373	0	NA	NA	0	NA	NA	0	NA	NA	4	202.505	131.3717439	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	NA	tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis & Pasquini, 2009b, ecosystem_117_1	2009	ANPP	4	458.77	75.38024631	0	NA	NA	0	NA	NA	0	NA	NA	4	462.2475	81.87550483	0	NA	NA	0	NA	NA	33.35	-116.57	1	1	NA	NA	tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis et al., 2021_78	2021	AGB	4	748.59	128.1076589	0	NA	NA	0	NA	NA	0	NA	NA	4	845.3190909	282.0260185	0	NA	NA	0	NA	NA	33.37	-116.62	1	1	NA	382	Tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis et al., 2021_79	2021	AGB	4	308.2609091	105.0922664	0	NA	NA	0	NA	NA	0	NA	NA	4	317.49	120.6136929	0	NA	NA	0	NA	NA	33.26	-117.17	1	1	NA	414	Tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2012_159	2012	AGB	4	796.875	328.125	0	NA	NA	0	NA	NA	0	NA	NA	4	890.625	312.5	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2012_159	2012	ANPP	4	199.847561	81.66554006	0	NA	NA	0	NA	NA	0	NA	NA	4	179.2682927	95.90271903	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2012_160	2012	AGB	4	421.5568862	114.9700599	0	NA	NA	0	NA	NA	0	NA	NA	4	517.3652695	201.1976048	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2012_160	2012	ANPP	4	308.8235294	135.4949186	0	NA	NA	0	NA	NA	0	NA	NA	4	359.5588235	195.7642791	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2017_158	2017	COV	4	69.49152542	12.41261469	0	NA	NA	0	NA	NA	0	NA	NA	4	74.02216428	14.78466949	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2017_158	2017	SP	4	3.113506031	0.823506545	0	NA	NA	0	NA	NA	0	NA	NA	4	2.999011272	0.874551576	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Wen et al., 2023_shrub	2023	COV	8	49.72851563	5.766837353	NA	NA	NA	NA	NA	NA	8	65.12109375	10.50604946	8	65.12109375	10.50604946	8	53.34179688	5.394401741	NA	NA	NA	44.61	116.16	1	1	2.5	271	NA	NA	NA	NA	81.3	10.5	NA	NA	NA	NA
Wen et al., 2023_shrub	2023	SP	8	15.53125	2.606439484	NA	NA	NA	NA	NA	NA	8	14.53125	2.465611703	8	14.875	2.34520788	8	15.125	1.94569121	NA	NA	NA	44.61	116.16	1	1	2.5	271	NA	NA	NA	NA	81.3	10.5	NA	NA	NA	NA
Willians Thesis 2014_68	2014	COV	3	164.7	9.24175308	0	NA	NA	3	120.5666667	16.32952337	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	0.5	1.2	NA	NA	NA	NA	NA	NA	NA
Willians Thesis 2014_69	2014	COV	3	119.2	17.9134028	0	NA	NA	3	77.2	23.17994823	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	0.5	1.2	NA	NA	NA	NA	NA	NA	NA
Willians Thesis 2014_70	2014	COV	3	69.34	0.579827561	3	52.56292517	3.270970144	0	NA	NA	3	70	0	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	NA	NA	-112.6	80.7	NA	NA	NA	NA	NA
Willians Thesis 2014_71	2014	COV	3	47.27891157	3.848200169	3	39.70918368	4.184917687	0	NA	NA	3	43.04251701	5.243172734	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	NA	NA	-112.6	80.7	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_1	2006	ANPP	10	77.6	3.758	10	62.9	4.277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-43	NA	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_2	2006	ANPP	10	77.6	3.758	10	71.3	3.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-105	NA	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_3	2006	ANPP	10	77.6	3.758	10	70.6	4.087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-78	NA	NA	NA	NA	NA	NA
